Order_ID,Order_Date,Customer_ID,Customer_Name,Customer_Age,Customer_Gender,Region,City,Product_ID,Product_Name,Category,Brand,Quantity,Unit_Price,Unit_Cost,Discount_Percentage,Payment_Method,Customer_Segment,Order_Status,Salesperson
6377,2024-12-10,C06377,Matthew Hopkins,59,Male,South,Delhi,P9678,Laptop,Accessories,Lenovo,8,25870,44784,15,UPI,Consumer,Pending,Raj
6378,2024-08-24,C06378,Chase Foster,19,Male,East,Mumbai,P8638,Laptop,Accessories,Logitech,2,72723,47772,5,Debit Card,Small Business,Cancelled,Kumar
6379,2026-04-09,C06379,Brandon Harper,51,Male,West,Bangalore,P9679,Laptop,Electronics,Lenovo,1,75971,22244,10,Credit Card,Corporate,Cancelled,Kumar
6380,2026-01-28,C06380,Tammy Spence,29,Male,West,Chennai,P9663,Printer,Accessories,HP,2,22110,1142,0,Net Banking,Small Business,Cancelled,Raj
6381,2024-09-12,C06381,Samantha Howard,23,Male,North,Bangalore,P2867,Keyboard,Accessories,HP,8,28284,51179,20,Cash,Consumer,Cancelled,Kumar
6382,2026-04-29,C06382,,30,Male,North,Chennai,P5889,,Electronics,Logitech,6,15801,20685,15,Credit Card,Corporate,Pending,Divya
6383,2025-06-16,C06383,Dr. Jessica Martin,150,Female,North,Hyderabad,P4798,Monitor,Accessories,Dell,1,79822,11778,5,Net Banking,Small Business,Pending,Priya
6384,2026-06-06,C06384,Olivia Strong,50,Female,East,Delhi,P8938,Monitor,Accessories,Lenovo,8,7286,17136,10,Credit Card,Consumer,Pending,Priya
6385,2024-09-26,C06385,Nicholas Underwood,53,Female,West,Bangalore,P3979,Keyboard,Accessories,HP,5,48508,18059,20,Credit Card,Corporate,Cancelled,Arun
6386,2025-01-17,C06386,,35,Female,North,Delhi,P6274,Printer,Electronics,Apple,8,19524,45558,5,Credit Card,Consumer,Cancelled,Raj
6387,2025-12-20,C06387,Gina Miller,29,,South,Chennai,P8922,Printer,Electronics,Lenovo,4,35178,35268,15,Cash,Consumer,Cancelled,Priya
6388,2026-01-03,C06388,Christina Delacruz,45,Male,North,Bangalore,P3143,Tablet,Accessories,Samsung,7,34550,15191,0,Net Banking,Corporate,Pending,Priya
6389,2026-01-06,C06389,Diane Ramsey,58,Male,North,Pune,P1623,Monitor,Accessories,HP,8,24113,39121,20,Cash,Small Business,Delivered,Divya
6390,2025-03-20,C06390,Andrea Holmes,36,Female,East,Pune,P6735,Laptop,Accessories,Samsung,1,44014,1268,15,Debit Card,Corporate,Pending,Raj
6391,2025-06-02,C06391,Taylor Walker,55,Female,West,Mumbai,P9469,,Accessories,Apple,7,62389,58126,10,Cash,Corporate,Cancelled,Kumar
6392,2025-10-05,C06392,Ricardo Davenport,29,Male,East,Hyderabad,P2979,Mouse,Accessories,Dell,6,32674,41516,20,UPI,Small Business,Delivered,Raj
6393,2025-10-04,C06393,Jared Harvey,59,Female,South,Hyderabad,P2968,Tablet,Electronics,,2,38319,26944,5,Net Banking,Consumer,Pending,Raj
6394,2025-10-14,C06394,Tracy Lewis,18,Male,North,Delhi,P7819,Tablet,Accessories,Apple,8,50232,23422,0,Debit Card,Small Business,Returned,Divya
6395,2025-10-11,C06395,Nicole Mccoy,47,Male,North,Chennai,P7059,Keyboard,Electronics,Lenovo,1,62833,9115,20,Debit Card,Small Business,Cancelled,Raj
6396,2025-12-20,C06396,Ronald Townsend,39,Male,East,Chennai,P8995,Keyboard,Electronics,HP,7,5011,31350,20,Net Banking,Corporate,Delivered,Priya
6397,2025-08-29,C06397,Julie Thomas,46,Male,East,Hyderabad,P1887,Laptop,Accessories,Apple,6,23455,38223,0,Debit Card,Small Business,Returned,Raj
6398,2026-03-11,C06398,,34,Female,North,Bangalore,P7209,Monitor,Accessories,Apple,1,79000,25011,0,Cash,Corporate,Returned,Raj
6399,2025-08-28,C06399,Veronica Clark,29,Female,South,Mumbai,P7062,Printer,Electronics,Dell,4,66764,24763,15,Credit Card,Consumer,Pending,Arun
6400,2024-09-28,C06400,Michael Lowe,23,Male,North,Pune,P3784,Printer,Electronics,Samsung,3,14015,17635,15,Credit Card,Consumer,Returned,Raj
6401,2025-04-22,C06401,Katherine Rasmussen,21,Female,East,pune,P6430,Mouse,Accessories,Samsung,8,77548,25991,20,Cash,Small Business,Pending,Kumar
6402,2025-07-31,C06402,Dawn Benton,56,Male,South,Hyderabad,P6882,Laptop,Accessories,Lenovo,2,78677,21756,10,Credit Card,Small Business,Returned,Raj
6403,2026-06-04,C06403,Warren Saunders,54,Male,East,Hyderabad,P9664,Mouse,Electronics,HP,9,41281,37150,0,Cash,Consumer,Returned,Raj
6404,2024-11-29,C06404,Paul Myers,25,Male,North,Delhi,P4386,Monitor,Electronics,Dell,8,65644,48867,0,Cash,Corporate,Returned,Raj
6405,2026-03-03,C06405,David Sullivan,53,Female,East,Hyderabad,P6149,Tablet,Electronics,Logitech,5,72604,1295,20,Credit Card,Small Business,Pending,Divya
6406,2025-05-25,C06406,Christopher Lang,57,Male,West,Mumbai,P1870,Keyboard,Accessories,Apple,7,56504,28068,15,Net Banking,Corporate,Returned,Arun
6407,2025-11-09,C06407,Danielle Green,28,Female,South,Bangalore,P7420,Laptop,Accessories,HP,7,55251,50509,10,Debit Card,Corporate,Delivered,Divya
6408,2026-04-09,C06408,Erica Murray,25,Female,North,Mumbai,P5127,Keyboard,Accessories,,5,24614,56167,15,Debit Card,Consumer,Delivered,Kumar
6409,2026-06-16,C06409,Bill Leach,50,Male,North,Delhi,P2547,Tablet,Electronics,,3,53638,47680,20,Cash,Small Business,Pending,Kumar
6410,2025-08-25,C06410,Monica Williams,41,Female,West,Chennai,P5553,Printer,Accessories,Dell,3,30269,43233,0,UPI,Consumer,Returned,Arun
6411,2026-04-21,C06411,Lisa Wilcox,28,Female,East,Mumbai,P2932,Keyboard,Accessories,Samsung,8,78587,13931,0,Debit Card,Small Business,Cancelled,Raj
6412,2025-01-11,C06412,Beverly Orozco,31,Female,East,Pune,P1128,Tablet,Accessories,Lenovo,5,21680,18271,20,Net Banking,Consumer,Returned,Arun
6413,2024-10-21,C06413,Benjamin Spencer,18,Male,East,Bangalore,P7804,Keyboard,Electronics,Samsung,1,67788,22319,15,Credit Card,Corporate,Delivered,Raj
6414,2025-11-29,C06414,Becky Ramos,53,Male,South,Mumbai,P4815,Laptop,Electronics,Apple,4,27704,3683,5,UPI,Small Business,Pending,Priya
6415,2026-03-08,C06415,Cheryl Sanford,31,Male,North,Chennai,P7062,Mouse,Electronics,Samsung,9,21647,26349,20,Cash,Corporate,Returned,Divya
6416,2026-05-26,C06416,Samuel Gibson,27,Male,South,Mumbai,P2286,Printer,Electronics,Logitech,5,5353,56408,15,UPI,Consumer,Delivered,Kumar
6417,2026-03-26,C06417,Vanessa Carter,53,Female,South,Mumbai,P9417,Mobile,Accessories,Samsung,1,15597,15501,15,UPI,Consumer,Delivered,Divya
6418,2026-04-26,C06418,Billy West,50,Male,South,Delhi,P2488,Printer,Accessories,Logitech,5,25293,45089,20,UPI,Consumer,Delivered,Priya
6419,2024-08-09,C06419,Matthew Griffith,37,Female,South,Hyderabad,P5087,  Tablet  ,Electronics,Logitech,3,7946,3507,20,Cash,Small Business,Returned,Arun
6420,2024-07-10,C06420,Stephanie Wilson,27,Female,East,Hyderabad,P6677,Keyboard,Accessories,Apple,8,59096,40461,0,Debit Card,Small Business,Delivered,Raj
6421,2024-10-03,C06421,Randy Greene,59,Female,East,Mumbai,P8660,Printer,Accessories,Apple,6,8984,21852,10,Credit Card,Corporate,Delivered,Priya
6422,2024-09-22,C06422,Wayne Williams,33,Male,North,Hyderabad,P7618,Monitor,Accessories,Dell,2,21478,36303,10,Credit Card,Corporate,Returned,Priya
6423,2026-06-07,C06423,Erica Fritz,50,Female,South,Hyderabad,P6448,Keyboard,Accessories,Dell,2,2945,44866,15,Credit Card,Consumer,Delivered,Raj
6424,2025-06-23,C06424,,29,,North,Delhi,P1018,,Electronics,Logitech,5,63126,3694,5,Credit Card,Small Business,Returned,Priya
6425,2026-03-31,C06425,Molly Jackson,48,Female,South,Bangalore,P5231,Mobile,Accessories,HP,2,4935,17092,15,Credit Card,Consumer,Returned,Priya
6426,2025-01-08,C06426,Miss Anne Carr,42,Male,East,Hyderabad,P7487,Mouse,Accessories,Logitech,9,4683096,42042,15,Net Banking,Corporate,Cancelled,Priya
6427,2026-01-01,C06427,Arthur Sims,52,Male,North,Delhi,P7341,Mobile,Electronics,Logitech,7,58892,1353,10,Net Banking,Consumer,Returned,Raj
6428,2025-04-05,C06428,Karen Nelson,51,Female,North,Delhi,P6611,Mouse,Electronics,Lenovo,2,79719,25458,20,Debit Card,Consumer,Returned,Arun
6429,2025-03-19,C06429,Angela Williams,34,Male,South,Mumbai,P1854,Mobile,Electronics,Logitech,1,35399,6091,20,Debit Card,Small Business,Pending,Divya
6430,2024-07-09,C06430,Chad Harmon,58,,North,Chennai,P5056,Mobile,Electronics,Lenovo,7,65308,21527,0,Net Banking,Small Business,Pending,Priya
6431,2025-01-21,C06431,Nathan Richard,49,Female,North,Chennai,P3296,Mouse,Electronics,Apple,5,35867,4792,20,Credit Card,Small Business,Pending,Divya
6432,2025-04-11,C06432,Paul Rodriguez,41,Male,West,,P6142,,Electronics,Dell,6,58166,36022,10,Net Banking,Consumer,Delivered,Kumar
6433,2024-09-19,C06433,Keith Sellers,40,,North,Bangalore,P6455,Tablet,Electronics,Logitech,9,19563,40381,20,Debit Card,Consumer,Delivered,Divya
6434,2025-07-26,C06434,Mr. James Holloway,20,Female,North,Bangalore,P6626,Mouse,Electronics,Samsung,9,19057,45538,0,Debit Card,Corporate,Returned,Kumar
6435,2025-07-13,C06435,Amy Shaw,27,Male,North,Hyderabad,P2949,Mobile,Electronics,Dell,2,78210,45951,15,Cash,Consumer,Cancelled,Kumar
6436,2026-05-11,C06436,Victoria Fletcher,36,Female,East,Chennai,P3339,Mouse,Accessories,Dell,3,8257,45414,5,Debit Card,Corporate,Returned,Arun
6437,2024-07-16,C06437,Natalie Ross,43,Female,West,Hyderabad,P9831,Keyboard,Electronics,Apple,6,79200,41988,0,Credit Card,Corporate,Cancelled,Divya
6438,2026-03-08,C06438,Nicholas Noble,24,Female,North,Mumbai,P6826,Laptop,Electronics,,7,34122,12356,0,Cash,Consumer,Returned,Raj
6439,2025-01-04,C06439,Daniel Stark,23,Female,North,Delhi,P1575,Keyboard,Electronics,Dell,8,79556,37153,15,Net Banking,Consumer,Delivered,Divya
6440,2025-08-09,C06440,Christine Hall,37,Male,North,Hyderabad,P2870,Monitor,Electronics,Samsung,6,17861,34812,0,Crypto,Consumer,Delivered,Arun
6441,2025-11-23,C06441,Kelly Cardenas,55,Male,North,Chennai,P4502,Laptop,Accessories,Apple,9,67708,9891,10,Net Banking,Small Business,Returned,Kumar
6442,2025-08-01,C06442,Carla Johnson,25,Male,West,Pune,P6585,Mobile,Electronics,HP,3,65152,31800,15,Debit Card,Corporate,Returned,Raj
6443,2024-11-17,C06443,Dominic Watts,47,Female,North,Pune,P4425,Mouse,Accessories,HP,9,63958,43729,5,UPI,Corporate,Pending,Kumar
6444,2026-04-27,C06444,Sabrina Rocha,32,Female,West,Hyderabad,P6262,Laptop,Accessories,Dell,9,13481,11752,15,Debit Card,Consumer,Delivered,Arun
6445,2024-06-30,C06445,Angela Thomas,21,Female,West,Delhi,P2737,Mouse,Accessories,Lenovo,1,18480,33946,20,Net Banking,Small Business,Pending,Priya
6446,2024-07-16,C06446,Laura Perry,50,,South,Chennai,P2939,Laptop,Electronics,HP,9,23487,19707,10,UPI,Consumer,Delivered,Raj
6447,2024-07-28,C06447,Kelly Gonzalez,31,Female,East,Delhi,P9543,Keyboard,Accessories,Dell,7,1229,7185,0,Credit Card,Small Business,Returned,Raj
6448,2024-12-22,C06448,Cheryl Ware,23,Male,West,Bangalore,P7579,Mobile,Accessories,HP,6,9721,40035,20,Credit Card,Small Business,Delivered,Divya
6449,2026-02-09,C06449,Brian Mejia,40,Male,North,Delhi,P6157,Keyboard,Electronics,Samsung,9,11717,28451,20,Debit Card,Consumer,Cancelled,Arun
6450,2026-04-19,C06450,Samuel Warren,35,Female,North,Mumbai,P6839,Tablet,Accessories,,7,7166,9232,0,Cash,Consumer,Delivered,Arun
6451,2024-10-15,C06451,Kevin Robinson,31,Male,East,Pune,P7443,Printer,Electronics,HP,6,2725,9040,20,UPI,Small Business,Delivered,Raj
6452,2025-10-21,C06452,Clarence Peck,59,Female,West,Bangalore,P3999,Mobile,Accessories,Samsung,8,18910,4207,15,Net Banking,Consumer,Cancelled,Divya
6453,2025-10-29,C06453,Kenneth Green,41,Female,South,Mumbai,P6385,Mouse,Electronics,Dell,1,24175,24554,10,Net Banking,Corporate,Delivered,Kumar
6454,2024-08-22,C06454,Laura Williams,20,Male,South,Chennai,P9789,Printer,Accessories,Lenovo,1,74123,21704,5,Debit Card,Small Business,Returned,Raj
6455,2024-08-04,C06455,Susan Mills,31,Male,North,Mumbai,P9589,Mouse,Electronics,Dell,1,26689,41567,10,Credit Card,Small Business,Delivered,Kumar
6456,2024-07-13,C06456,Samantha Murphy,21,Male,East,Chennai,P4804,Tablet,Electronics,HP,2,16406,10622,15,Debit Card,Corporate,Cancelled,Divya
6457,2026-03-31,C06457,Amanda Anderson,31,Female,South,Mumbai,P4057,Monitor,Accessories,Logitech,8,38652,30186,20,UPI,Small Business,Pending,Arun
6458,2024-12-28,C06458,Tyler Cruz,59,,West,Hyderabad,P3073,Printer,Electronics,Dell,9,3282,44398,10,Cash,Consumer,Cancelled,Priya
6459,2026-06-13,C06459,Cathy Preston,53,Male,South,Hyderabad,P3742,Monitor,Electronics,Samsung,7,47657,700,0,Cash,Consumer,Pending,Kumar
6460,2026-04-18,C06460,Brian Spencer,24,Female,East,Mumbai,P9788,Monitor,Accessories,Samsung,1,57971,5985,15,Cash,Small Business,Pending,Divya
6461,2026-01-14,C06461,Lisa Jones,27,Female,North,Chennai,P5267,Monitor,Accessories,Apple,7,47880,46753,10,Credit Card,Small Business,Pending,Raj
6462,2025-11-13,C06462,Ashlee Molina,42,Male,North,Bangalore,P6538,Printer,Electronics,Apple,2,3201,43000,5,Credit Card,Corporate,Returned,Divya
6463,2024-08-08,C06463,Christina Rodriguez,28,Male,South,Chennai,P4586,Mobile,Electronics,Lenovo,6,35739,56618,10,Credit Card,Consumer,Cancelled,Kumar
6464,2025-09-26,C06464,Jon Morgan,42,,West,Delhi,P8293,Tablet,Electronics,Dell,6,13227,10724,5,UPI,Small Business,Cancelled,Raj
6465,2026-06-05,C06465,Teresa Walls,47,Female,South,Chennai,P7967,Printer,Accessories,Samsung,1,72081,35582,15,Debit Card,Small Business,Cancelled,Priya
6466,2025-06-23,C06466,Michael Bates,34,Male,North,Bangalore,P3295,Monitor,Electronics,Samsung,4,70569,36075,15,UPI,Consumer,Cancelled,Priya
6467,2025-09-18,C06467,Jonathan Blair,37,,West,Pune,P1703,Keyboard,Electronics,Samsung,9,68210,10907,5,Credit Card,Small Business,Pending,Kumar
6468,2024-07-07,C06468,John Williams,28,Female,West,Hyderabad,P8993,Monitor,Accessories,HP,2,41191,11842,15,Cash,Small Business,Returned,Divya
6469,2024-11-25,C06469,Cheryl Cruz,21,Male,South,Delhi,P4355,Tablet,Electronics,Apple,5,42792,20821,20,Credit Card,Corporate,Pending,Raj
6470,2026-01-11,C06470,Alicia Jordan,53,Male,South,Bangalore,P9421,Mobile,Electronics,Apple,1,59578,2588,5,UPI,Corporate,Cancelled,Divya
6471,2024-12-23,C06471,Kathleen Gutierrez,41,Female,South,Hyderabad,P7652,Mouse,Electronics,Logitech,1,14761,808,0,Debit Card,Corporate,Returned,Raj
6472,2025-04-16,C06472,Miranda Johnson,28,Female,North,Bangalore,P7057,Keyboard,Electronics,HP,4,33815,8689,0,Credit Card,Corporate,Pending,Raj
6473,2026-03-18,C06473,Benjamin Thompson,23,Male,East,Mumbai,P8616,Tablet,Electronics,Apple,3,42831,57286,10,Credit Card,Corporate,Cancelled,Kumar
6474,2024-09-13,C06474,Chloe Barber,48,Female,South,Delhi,P5751,Mobile,Electronics,Samsung,4,64411,11158,15,Cash,Corporate,Pending,Arun
6475,2026-02-19,C06475,Juan Yang,27,Female,North,Chennai,P5575,Laptop,Electronics,Lenovo,4,68808,58522,15,Credit Card,Corporate,Cancelled,Kumar
6476,2025-08-04,C06476,Emily Grant,47,Female,East,Pune,P9189,Mouse,Electronics,Dell,4,23758,26874,20,Net Banking,Consumer,Returned,Kumar
6477,2025-08-06,C06477,Joseph Yoder,52,Male,South,Chennai,P6044,Mouse,Accessories,HP,5,2901,43954,0,Credit Card,Corporate,Returned,Kumar
6478,2026-04-11,C06478,Jennifer Burgess,23,Male,West,Chennai,P9149,Mobile,Accessories,Dell,7,43006,1674,20,Cash,Consumer,Returned,Divya
6479,2026-04-20,C06479,Daniel Mitchell,56,Female,East,Mumbai,P7887,Printer,Electronics,Lenovo,3,46831,53098,10,Cash,Corporate,Cancelled,Divya
6480,2025-12-02,C06480,Mrs. Karen Ruiz DDS,36,Female,North,Chennai,P9008,Mobile,Accessories,Logitech,3,28467,41134,20,Cash,Consumer,Returned,Priya
6481,2026-03-04,C06481,Kimberly Walker,51,Female,North,Bangalore,P3619,Printer,Accessories,Dell,7,68977,50802,15,Unknown,Consumer,Delivered,Divya
6482,2026-05-09,C06482,James Cobb,42,Male,North,Hyderabad,P1321,Monitor,Electronics,Apple,2,7480,19375,20,Debit Card,Consumer,Returned,Raj
6483,2025-04-22,C06483,Jeffrey Trevino,24,Female,East,Bangalore,P4863,Laptop,Electronics,HP,7,78581,1172,20,Net Banking,Small Business,Returned,Arun
6484,2024-07-04,C06484,Elizabeth Gray,21,Male,North,,P5744,Laptop,Electronics,HP,3,72364,2957,20,Card123,Consumer,Pending,Arun
6485,2025-02-25,C06485,Kathryn Hobbs,49,Female,West,HYDERABAD,P7237,Laptop,Electronics,Dell,7,24785,27056,15,UPI,Consumer,Pending,Priya
6486,2025-05-08,C06486,Deanna Martin,35,Male,West,Delhi,P3799,Monitor,Accessories,Samsung,8,37943,2528,20,Credit Card,Small Business,Delivered,Arun
6487,2025-09-12,C06487,Michelle Martinez,29,Male,South,Pune,P7511,Mouse,Electronics,Dell,3,57320,29323,20,Credit Card,Small Business,Pending,Raj
6488,2025-07-08,C06488,Connie Jones,34,Male,North,Bangalore,P8490,,Electronics,Dell,9,44794,718,20,Net Banking,Consumer,Pending,Priya
6489,2025-02-28,C06489,Benjamin Smith,21,Male,North,Pune,P2236,Mouse,Accessories,Dell,9,46747,53718,5,UPI,Consumer,Pending,Divya
6490,2026-01-19,C06490,Amanda Graham,57,Female,West,Chennai,P7810,Mouse,Electronics,Logitech,5,32824,43531,5,Cash,Consumer,Pending,Kumar
6491,2025-01-31,C06491,Jeremy Young,27,Female,East,Bangalore,P8254,Printer,Accessories,HP,3,46834,12856,5,Debit Card,Consumer,Delivered,Kumar
6492,2026-04-15,C06492,John Dean,57,Male,North,Hyderabad,P7486,Laptop,Accessories,Samsung,1,24198,52307,5,Cash,Corporate,Returned,Arun
6493,2025-05-26,C06493,Amanda Smith,26,Male,North,Mumbai,P7066,Mobile,Accessories,HP,2,42254,13733,10,Cash,Small Business,Delivered,Priya
6494,2026-03-08,C06494,Sierra Hunt,49,Male,West,Hyderabad,P6752,Keyboard,Accessories,Logitech,1,36679,31826,20,Credit Card,Consumer,Returned,Arun
6495,2025-10-31,C06495,Eric Roberts,25,Female,East,Hyderabad,P1008,Keyboard,Electronics,Logitech,4,4187,8596,15,Cash,Corporate,Delivered,Kumar
6496,2026-03-02,C06496,Diamond Lozano,40,Male,West,Delhi,P8178,Mouse,Accessories,Dell,5,4853148,49952,10,Debit Card,Corporate,Returned,Kumar
6497,2025-02-19,C06497,Beth Velazquez,23,Male,West,Delhi,P3736,Printer,Accessories,Samsung,3,49290,37919,15,Credit Card,Consumer,Cancelled,Kumar
6498,2025-08-17,C06498,Sylvia Phillips,48,Female,South,Pune,P7758,Mouse,Accessories,Apple,6,13760,35440,5,Debit Card,Corporate,Cancelled,Kumar
6499,2025-05-07,C06499,Dillon Chen,27,Female,East,Chennai,P9418,Mobile,Electronics,Lenovo,9,15228,26789,0,Cash,Small Business,Returned,Divya
6500,2024-08-13,C06500,Megan Prince,50,Female,West,Pune,P5983,Mouse,Accessories,Logitech,8,17368,34511,0,Cash,Small Business,Delivered,Kumar
6501,2024-07-20,C06501,,41,Female,North,Chennai,P9718,Mouse,Accessories,Lenovo,6,74097,39468,10,Net Banking,Small Business,Pending,Arun
6502,2024-09-22,C06502,Michael Robinson,33,Male,West,Chennai,P9629,Printer,Accessories,Logitech,1,31806,25427,20,Credit Card,Corporate,Returned,Raj
6503,2026-02-11,C06503,Elaine Anderson,56,,West,Bangalore,P9795,Printer,Electronics,Lenovo,3,65547,51324,0,Cash,Consumer,Pending,Priya
6504,2025-09-03,C06504,Heather Welch,45,Female,South,Hyderabad,P4333,Keyboard,Electronics,Samsung,5,1473,27380,0,Credit Card,Small Business,Pending,Divya
6505,2025-07-08,C06505,Taylor Morris,46,Female,West,Chennai,P6913,Mouse,Accessories,Dell,7,9003,35021,5,Debit Card,Consumer,Delivered,Raj
6506,2025-03-08,C06506,Sabrina Schwartz,50,,North,Bangalore,P1145,Tablet,Electronics,HP,4,41307,44441,10,UPI,Consumer,Returned,Raj
6507,2025-05-02,C06507,Kathy Nichols,32,Male,West,Pune,P2910,Laptop,Accessories,Lenovo,2,29963,30602,10,UPI,Consumer,Returned,Priya
6508,2024-07-23,C06508,Charles Brown,45,Female,North,Chennai,P1162,Laptop,Electronics,Logitech,6,30920,1215,20,Credit Card,Corporate,Delivered,Arun
6509,2024-09-21,C06509,Jennifer Walker,51,Male,North,Delhi,P2793,Tablet,Electronics,Logitech,6,74850,47708,15,Cash,Consumer,Pending,Raj
6510,2025-11-21,C06510,Michael Beck,47,Male,East,Chennai,P5318,  Tablet  ,Accessories,Apple,2,29629,56560,10,Debit Card,Consumer,Cancelled,Priya
6511,2025-08-19,C06511,Danielle Johnson,29,Female,North,Hyderabad,P4979,Mobile,Electronics,Logitech,8,13619,11185,10,Debit Card,Corporate,Delivered,Divya
6512,2025-10-04,C06512,James Nguyen,39,Female,North,Hyderabad,P3476,Tablet,Accessories,Lenovo,3,14807,20557,10,Credit Card,Corporate,Delivered,Raj
6513,2026-01-14,C06513,Leah Reynolds,48,Male,West,Chennai,P6935,Mouse,Electronics,Lenovo,3,14784,4695,5,Debit Card,Corporate,Cancelled,Arun
6514,2025-03-23,C06514,Jeffrey Rodriguez,24,,West,Pune,P8287,Laptop,Electronics,Lenovo,8,56559,56055,15,Net Banking,Consumer,Cancelled,Priya
6515,2025-08-26,C06515,Jeffrey Sandoval,30,Female,West,Chennai,P9622,Tablet,Electronics,Dell,7,44559,43674,15,Cash,Corporate,Returned,Raj
6516,2025-03-08,C06516,Thomas Beltran,50,Male,North,Mumbai,P8896,Laptop,Accessories,Dell,5,18647,30981,5,UPI,Corporate,Pending,Raj
6517,2025-10-15,C06517,Michelle Frazier,26,Male,South,Mumbai,P9825,  Tablet  ,Electronics,Dell,8,42142,59118,15,Credit Card,Corporate,Returned,Kumar
6518,2025-03-14,C06518,Jennifer James,31,Female,West,Pune,P9588,Tablet,Accessories,Logitech,9,64427,14283,5,Net Banking,Consumer,Pending,Raj
6519,2025-09-04,C06519,Tracy Rodriguez,29,Female,South,Hyderabad,P9948,Keyboard,Electronics,HP,4,41950,22735,15,Credit Card,Corporate,Delivered,Kumar
6520,2026-01-20,C06520,Alexander West,36,Female,South,Hyderabad,P3146,Mouse,Electronics,Logitech,6,59674,22540,20,Cash,Corporate,Pending,Arun
6521,2024-07-03,C06521,Ricardo Walker,34,Female,South,Pune,P3946,Monitor,Electronics,Apple,1,52521,55108,10,Cash,Corporate,Pending,Raj
6522,2025-04-16,C06522,Alexis Chapman,36,Female,East,Bangalore,P1715,Mouse,Accessories,Apple,7,58410,40474,5,Debit Card,Small Business,Returned,Divya
6523,2025-02-08,C06523,Thomas Mitchell,35,Male,East,Delhi,P3676,Tablet,Electronics,Apple,2,17661,56999,20,Credit Card,Consumer,Cancelled,Priya
6524,2025-05-13,C06524,Douglas Johns,42,Female,West,BANGALORE,P9921,Keyboard,Electronics,Lenovo,5,14319,57239,15,Net Banking,Consumer,Delivered,Raj
6525,2025-03-25,C06525,Ashley Cisneros,20,Male,West,Bangalore,P1377,Laptop,Accessories,HP,7,59522,2584,5,UPI,Corporate,Returned,Raj
6526,2025-10-29,C06526,David Mitchell,22,Female,South,Pune,P5279,Mouse,Accessories,HP,4,26415,45387,0,Net Banking,Consumer,Returned,Priya
6527,2026-04-04,C06527,Cindy Hampton,19,Male,North,Chennai,P3912,Tablet,Electronics,Logitech,6,26106,328,20,Credit Card,Corporate,Returned,Priya
6528,2025-09-05,C06528,Amanda Vega,55,Male,North,Pune,P8764,Tablet,Accessories,Lenovo,1,63656,24759,10,Cash,Consumer,Pending,Raj
6529,2026-03-30,C06529,Olivia Hudson,49,Female,West,Bangalore,P7847,Keyboard,Electronics,Samsung,8,10630,21976,15,UPI,Consumer,Cancelled,Priya
6530,2026-05-26,C06530,Mr. Alexander Hughes,40,Male,North,Delhi,P5104,Mobile,Accessories,Dell,5,49286,58379,10,UPI,Corporate,Returned,Divya
6531,2025-07-18,C06531,,31,Female,South,Delhi,P9469,Laptop,Accessories,Samsung,1,29845,25042,0,Cash,Consumer,Returned,Kumar
6532,2025-12-13,C06532,Harold Santiago,28,Female,South,Pune,P1845,Mouse,Electronics,Samsung,5,69956,42172,0,Credit Card,Consumer,Delivered,Raj
6533,2025-07-09,C06533,Hannah Lin,45,Female,North,hyderabad,P6358,Tablet,Electronics,Lenovo,4,4829,37219,10,Net Banking,Small Business,Cancelled,Divya
6534,2024-07-24,C06534,,39,,North,Hyderabad,P3255,Mobile,Accessories,Dell,9,43933,24192,15,Cash,Consumer,Cancelled,Kumar
6535,2025-04-13,C06535,Jill Thornton,54,Female,East,Mumbai,P3328,Tablet,Accessories,Apple,9,56677,21177,0,Net Banking,Small Business,Cancelled,Arun
6536,2026-04-01,C06536,Brandon Russell,47,,West,Mumbai,P6548,Mobile,Electronics,Samsung,2,30160,7887,5,UPI,Consumer,Delivered,Priya
6537,2026-01-10,C06537,Ryan Vargas,50,Male,West,Bangalore,P1488,Keyboard,Electronics,Lenovo,4,61130,41932,10,Credit Card,Small Business,Pending,Raj
6538,2024-10-16,C06538,Keith Castillo III,23,Male,North,Bangalore,P1705,Laptop,Accessories,HP,8,58259,55647,15,Debit Card,Corporate,Delivered,Kumar
6539,2025-11-29,C06539,Michele Shelton,51,Male,West,Mumbai,P2440,Mobile,Electronics,,7,60579,42940,15,Net Banking,Consumer,Pending,Raj
6540,2025-11-28,C06540,Charles Donovan,33,Male,West,Delhi,P5358,Mobile,Accessories,Dell,9,64921,27501,15,Net Banking,Consumer,Returned,Raj
6541,2024-10-21,C06541,Matthew Salazar,35,Female,East,Hyderabad,P4706,Printer,Electronics,Dell,3,10334,21322,5,Debit Card,Corporate,Cancelled,Kumar
6542,2024-08-10,C06542,,30,Female,West,Bangalore,P6070,Mouse,Electronics,Samsung,4,72368,38741,5,Net Banking,Corporate,Returned,Priya
6543,2025-01-01,C06543,Timothy Bray,40,Female,West,Hyderabad,P3052,Tablet,Accessories,Lenovo,2,34060,21386,10,Net Banking,Consumer,Returned,Priya
6544,2024-08-25,C06544,Desiree Delgado,50,Female,South,Pune,P5817,Printer,Accessories,HP,4,69002,25510,15,Credit Card,Corporate,Returned,Raj
6545,2025-05-29,C06545,Mark Beltran,43,,East,Pune,P9411,Mouse,Electronics,Dell,4,22623,1133,20,UPI,Corporate,Delivered,Divya
