Order_ID,Order_Date,Customer_ID,Customer_Name,Customer_Age,Customer_Gender,Region,City,Product_ID,Product_Name,Category,Brand,Quantity,Unit_Price,Unit_Cost,Discount_Percentage,Payment_Method,Customer_Segment,Order_Status,Salesperson,Revenue,Profit,Profit_Margin,Order_Year,Order_Month,Month_Name,Quater,Day_Name,Average_Order_Value
4435,2025-11-12,C04435,Brenda Fleming,45,Male,East,Hyderabad,P5930,Tablet,Accessories,HP,5,72157,24324,5,UPI,Consumer,Delivered,Kumar,360785,336461,0.93,2025.0,11.0,November,4.0,Wednesday,72157.0
4436,2025-07-20,C04436,Carla Cook,22,Female,East,Hyderabad,P5658,Mouse,Electronics,Lenovo,3,79690,32002,15,Net Banking,Consumer,Delivered,Divya,239070,207068,0.87,2025.0,7.0,July,3.0,Sunday,79690.0
4437,2026-01-15,C04437,Hannah Johnson,58,Male,East,Delhi,P2467,Monitor,Accessories,Apple,6,72147,14481,5,Debit Card,Consumer,Cancelled,Priya,432882,418401,0.97,2026.0,1.0,January,1.0,Thursday,72147.0
4438,2024-06-30,C04438,Nathan Hernandez,21,Male,South,Pune,P5098,Printer,Accessories,Samsung,8,38592,8863,15,Cash,Corporate,Returned,Priya,308736,299873,0.97,2024.0,6.0,June,2.0,Sunday,38592.0
4439,2025-11-26,C04439,Unknown Customer,33,Female,North,Mumbai,P5845,Monitor,Electronics,Dell,7,33265,9878,20,UPI,Consumer,Pending,Raj,232855,222977,0.96,2025.0,11.0,November,4.0,Wednesday,33265.0
4440,2025-06-01,C04440,Mark Johnson,51,Female,West,Bangalore,P2147,Monitor,Electronics,Unknown Brand,4,33681,49055,10,Cash,Corporate,Pending,Raj,134724,85669,0.64,2025.0,6.0,June,2.0,Sunday,33681.0
4441,2026-02-13,C04441,Jeanette Johnson,31,Male,North,Mumbai,P3397,Monitor,Accessories,Logitech,7,13293,5628,15,Debit Card,Small Business,Delivered,Kumar,93051,87423,0.94,2026.0,2.0,February,1.0,Friday,13293.0
4442,2025-07-04,C04442,Jennifer Williamson,20,Female,East,Hyderabad,P4075,Tablet,Electronics,Dell,9,22324,45757,20,Net Banking,Consumer,Returned,Kumar,200916,155159,0.77,2025.0,7.0,July,3.0,Friday,22324.0
4443,2026-04-23,C04443,Derek Martinez,35,Male,East,Delhi,P3689,Printer,Accessories,Lenovo,5,4963797,19389,0,Cash,Consumer,Cancelled,Raj,24818985,24799596,1.0,2026.0,4.0,April,2.0,Thursday,4963797.0
4444,2026-04-27,C04444,Justin Henry,47,Female,East,Hyderabad,P7793,Monitor,Accessories,HP,6,38611,7972,15,Net Banking,Corporate,Returned,Kumar,231666,223694,0.97,2026.0,4.0,April,2.0,Monday,38611.0
4445,2026-01-21,C04445,Tracy Benson,56,Male,West,Pune,P7203,Printer,Electronics,Dell,9,30679,50913,5,Cash,Consumer,Returned,Raj,276111,225198,0.82,2026.0,1.0,January,1.0,Wednesday,30679.0
4446,2024-12-13,C04446,Donna White,28,Female,North,Delhi,P5135,Laptop,Accessories,Logitech,9,5065,7120,5,Net Banking,Corporate,Returned,Priya,45585,38465,0.84,2024.0,12.0,December,4.0,Friday,5065.0
4447,2025-07-28,C04447,James Ross,51,Female,South,Pune,P3366,Monitor,Accessories,HP,8,56065,51268,10,Debit Card,Small Business,Returned,Arun,448520,397252,0.89,2025.0,7.0,July,3.0,Monday,56065.0
4448,2024-11-28,C04448,Stephanie Hess,27,Male,West,Delhi,P2035,Mobile,Electronics,Logitech,1,2481,16909,20,Debit Card,Corporate,Cancelled,Priya,2481,-14428,-5.82,2024.0,11.0,November,4.0,Thursday,2481.0
4449,2026-04-10,C04449,Rodney Myers,28,Male,South,Pune,P5862,Keyboard,Electronics,Apple,9,60251,22629,10,Debit Card,Small Business,Cancelled,Priya,542259,519630,0.96,2026.0,4.0,April,2.0,Friday,60251.0
4450,2024-09-18,C04450,Austin Dixon,43,Female,North,Mumbai,P3957,Keyboard,Electronics,Dell,4,58207,29803,5,UPI,Corporate,Cancelled,Arun,232828,203025,0.87,2024.0,9.0,September,3.0,Wednesday,58207.0
4451,2026-06-15,C04451,Karen Aguilar,23,Male,North,Delhi,P1924,Keyboard,Accessories,Lenovo,8,51646,27651,20,Net Banking,Consumer,Returned,Arun,413168,385517,0.93,2026.0,6.0,June,2.0,Monday,51646.0
4452,2024-06-29,C04452,Gilbert Smith,24,Female,West,Chennai,P4176,  Laptop  ,Electronics,Apple,2,73423,32484,15,Net Banking,Small Business,Pending,Arun,146846,114362,0.78,2024.0,6.0,June,2.0,Saturday,73423.0
4453,,C04453,Mrs. Jordan Wilkinson,19,Male,West,Bangalore,P3213,Mouse,Accessories,Samsung,8,72431,3610,10,Debit Card,Corporate,Pending,Raj,579448,575838,0.99,,,,,,72431.0
4454,2026-03-24,C04454,Eric Gutierrez,19,Male,West,Delhi,P1681,Monitor,Electronics,Lenovo,9,22988,20815,10,Cash,Corporate,Delivered,Divya,206892,186077,0.9,2026.0,3.0,March,1.0,Tuesday,22988.0
4455,2025-10-03,C04455,Unknown Customer,20,Female,East,Delhi,P5572,Printer,Electronics,Dell,5,29827,23007,5,UPI,Corporate,Delivered,Arun,149135,126128,0.85,2025.0,10.0,October,4.0,Friday,29827.0
4456,2025-07-19,C04456,Laura Thomas,54,Female,West,Chennai,P7862,Keyboard,Accessories,Samsung,3,76783,35053,0,Debit Card,Corporate,Pending,Kumar,230349,195296,0.85,2025.0,7.0,July,3.0,Saturday,76783.0
4457,2026-04-02,C04457,Melissa Robbins,22,Male,North,Pune,P7294,Printer,Electronics,HP,8,51760,14995,10,Cash,Consumer,Cancelled,Priya,414080,399085,0.96,2026.0,4.0,April,2.0,Thursday,51760.0
4458,2025-03-28,C04458,Lauren Compton,48,Female,West,Hyderabad,P6512,Tablet,Electronics,Logitech,2,75668,46404,10,Net Banking,Consumer,Returned,Priya,151336,104932,0.69,2025.0,3.0,March,1.0,Friday,75668.0
4459,2025-01-18,C04459,Carla Perez,31,Male,North,Bangalore,P2101,  Tablet  ,Electronics,Dell,5,45463,6843,0,Cash,Small Business,Delivered,Priya,227315,220472,0.97,2025.0,1.0,January,1.0,Saturday,45463.0
4460,2025-08-17,C04460,Melissa Martinez,35,Female,North,Mumbai,P4638,Laptop,Electronics,Samsung,4,51476,54796,0,Cash,Consumer,Returned,Divya,205904,151108,0.73,2025.0,8.0,August,3.0,Sunday,51476.0
4461,2025-01-02,C04461,Christopher Mccoy,58,Female,South,Bangalore,P5932,Keyboard,Accessories,Apple,7,629802,11051,5,Debit Card,Small Business,Cancelled,Arun,4408614,4397563,1.0,2025.0,1.0,January,1.0,Thursday,629802.0
4462,2025-05-16,C04462,Jessica Greene,18,Male,West,Hyderabad,P9608,Keyboard,Electronics,HP,4,69863,39570,20,Net Banking,Corporate,Pending,Priya,279452,239882,0.86,2025.0,5.0,May,2.0,Friday,69863.0
4463,2025-10-05,C04463,Dalton Murphy,20,Male,South,Pune,P8196,  Tablet  ,Electronics,Lenovo,4,40143,33589,5,Debit Card,Corporate,Returned,Divya,160572,126983,0.79,2025.0,10.0,October,4.0,Sunday,40143.0
4464,2025-04-21,C04464,Gregory Rocha,45,Male,West,Delhi,P4509,Mobile,Electronics,Lenovo,6,28772,6949,20,Credit Card,Small Business,Pending,Raj,172632,165683,0.96,2025.0,4.0,April,2.0,Monday,28772.0
4465,2024-11-08,C04465,Elizabeth Cook,48,Female,North,Chennai,P8527,Mobile,Electronics,Samsung,1,26767,10634,20,Credit Card,Small Business,Cancelled,Divya,26767,16133,0.6,2024.0,11.0,November,4.0,Friday,26767.0
4466,2025-09-14,C04466,Rodney Nunez,53,Female,South,Delhi,P5523,Mobile,Electronics,Unknown Brand,7,56295,52175,15,Net Banking,Consumer,Pending,Divya,394065,341890,0.87,2025.0,9.0,September,3.0,Sunday,56295.0
4467,2025-12-04,C04467,Unknown Customer,46,Male,West,Bangalore,P9846,Keyboard,Electronics,Logitech,4,53374,20967,10,Debit Card,Consumer,Delivered,Raj,213496,192529,0.9,2025.0,12.0,December,4.0,Thursday,53374.0
4468,2025-09-10,C04468,Scott Williams,22,Male,North,Mumbai,P2665,Printer,Accessories,Apple,2,65841,35428,20,Debit Card,Consumer,Returned,Priya,131682,96254,0.73,2025.0,9.0,September,3.0,Wednesday,65841.0
4469,2026-02-17,C04469,Carol Davis,31,Female,West,Mumbai,P3710,Mobile,Accessories,Apple,4,4160,23225,15,Debit Card,Small Business,Delivered,Kumar,16640,-6585,-0.4,2026.0,2.0,February,1.0,Tuesday,4160.0
4470,2025-04-16,C04470,Heather Martinez,46,Male,South,Hyderabad,P6886,Mobile,Electronics,Dell,9,65717,32152,0,Debit Card,Consumer,Cancelled,Kumar,591453,559301,0.95,2025.0,4.0,April,2.0,Wednesday,65717.0
4471,2024-07-18,C04471,Chelsea James,41,Female,South,Chennai,P5081,Laptop,Electronics,Logitech,2,72549,28109,5,Credit Card,Corporate,Pending,Divya,145098,116989,0.81,2024.0,7.0,July,3.0,Thursday,72549.0
4472,,C04472,Kimberly Montoya,53,Male,West,Hyderabad,P4823,Keyboard,Accessories,Apple,9,38535,26877,0,UPI,Consumer,Pending,Kumar,346815,319938,0.92,,,,,,38535.0
4473,2024-08-24,C04473,Holly Simpson,58,Male,South,Hyderabad,P3312,Mouse,Accessories,Dell,7,69606,53974,10,Debit Card,Corporate,Delivered,Arun,487242,433268,0.89,2024.0,8.0,August,3.0,Saturday,69606.0
4474,2025-11-28,C04474,Unknown Customer,46,Female,North,Mumbai,P4500,Mouse,Accessories,Logitech,3,70801,2407,10,Cash,Corporate,Pending,Raj,212403,209996,0.99,2025.0,11.0,November,4.0,Friday,70801.0
4475,2025-10-19,C04475,Nicole Powers,34,Male,West,Bangalore,P8466,Printer,Accessories,Samsung,4,32090,56088,0,Credit Card,Small Business,Returned,Kumar,128360,72272,0.56,2025.0,10.0,October,4.0,Sunday,32090.0
4476,2026-06-04,C04476,Natalie Li,33,Female,South,Chennai,P1219,Mobile,Electronics,Samsung,8,69170,39453,20,Credit Card,Small Business,Cancelled,Raj,553360,513907,0.93,2026.0,6.0,June,2.0,Thursday,69170.0
4477,2025-10-28,C04477,Mario Martin,40,Male,West,Mumbai,P1605,Laptop,Accessories,Samsung,1,18532,30835,10,Cash,Consumer,Delivered,Kumar,18532,-12303,-0.66,2025.0,10.0,October,4.0,Tuesday,18532.0
4478,2024-10-21,C04478,Alec Lee,50,Male,North,Delhi,P2964,Printer,Accessories,Lenovo,3,11674,13180,15,Credit Card,Corporate,Cancelled,Raj,35022,21842,0.62,2024.0,10.0,October,4.0,Monday,11674.0
4479,2025-01-28,C04479,Kimberly Moreno,24,Female,South,Mumbai,P2761,Laptop,Accessories,Dell,5,48564,41111,0,Cash,Corporate,Delivered,Divya,242820,201709,0.83,2025.0,1.0,January,1.0,Tuesday,48564.0
4480,2024-10-03,C04480,Mrs. Julia Simmons,39,Male,South,Bangalore,P3390,Laptop,Electronics,Dell,2,58537,38126,20,Cash,Consumer,Returned,Arun,117074,78948,0.67,2024.0,10.0,October,4.0,Thursday,58537.0
4481,2025-03-15,C04481,Katherine Steele,47,Male,East,Hyderabad,P4605,Unknown Product,Electronics,Lenovo,3,27260,59327,0,UPI,Corporate,Cancelled,Priya,81780,22453,0.27,2025.0,3.0,March,1.0,Saturday,27260.0
4482,2026-01-18,C04482,Diana Harris,58,Female,East,Chennai,P4993,Mouse,Accessories,Samsung,7,41501,59304,15,Credit Card,Small Business,Cancelled,Divya,290507,231203,0.8,2026.0,1.0,January,1.0,Sunday,41501.0
4483,2026-05-31,C04483,Julie Molina,20,Female,North,Hyderabad,P1717,Mouse,Electronics,Logitech,4,6468,25688,20,Debit Card,Small Business,Returned,Arun,25872,184,0.01,2026.0,5.0,May,2.0,Sunday,6468.0
4484,2025-09-01,C04484,Brian Miller,48,Female,West,Mumbai,P1952,Keyboard,Accessories,Logitech,8,31674,34421,0,UPI,Small Business,Returned,Kumar,253392,218971,0.86,2025.0,9.0,September,3.0,Monday,31674.0
4485,2025-10-19,C04485,Rachel Joseph,27,Male,West,Hyderabad,P2590,Monitor,Accessories,Unknown Brand,1,11724,17356,5,Net Banking,Consumer,Delivered,Arun,11724,-5632,-0.48,2025.0,10.0,October,4.0,Sunday,11724.0
4486,2024-10-28,C04486,Jonathan Peters,22,Male,East,Mumbai,P3224,Keyboard,Electronics,Samsung,9,65528,55719,20,Credit Card,Corporate,Cancelled,Divya,589752,534033,0.91,2024.0,10.0,October,4.0,Monday,65528.0
4487,2025-03-09,C04487,Edward Gonzalez,49,Female,North,Pune,P9981,  Mobile  ,Accessories,Dell,1,42058,12798,15,UPI,Corporate,Cancelled,Kumar,42058,29260,0.7,2025.0,3.0,March,1.0,Sunday,42058.0
4488,2025-01-27,C04488,Robin Peterson,24,Male,South,Chennai,P2509,Keyboard,Electronics,Unknown Brand,5,11053,58341,10,Debit Card,Corporate,Pending,Arun,55265,-3076,-0.06,2025.0,1.0,January,1.0,Monday,11053.0
4489,2026-06-04,C04489,Sarah Mills,36,Male,West,Mumbai,P4151,Keyboard,Accessories,Dell,6,26871,32444,5,Net Banking,Corporate,Delivered,Priya,161226,128782,0.8,2026.0,6.0,June,2.0,Thursday,26871.0
4490,2025-03-07,C04490,Unknown Customer,37,Female,East,Hyderabad,P1093,Printer,Electronics,Lenovo,8,40514,21972,20,Credit Card,Consumer,Cancelled,Kumar,324112,302140,0.93,2025.0,3.0,March,1.0,Friday,40514.0
4491,2025-08-13,C04491,Patrick Quinn,40,Female,North,Delhi,P7122,Laptop,Electronics,Unknown Brand,7,69843,27056,0,UPI,Consumer,Cancelled,Arun,488901,461845,0.94,2025.0,8.0,August,3.0,Wednesday,69843.0
4492,2025-01-06,C04492,Unknown Customer,25,Male,West,Delhi,P6680,Laptop,Accessories,Dell,1,39051,19696,20,Credit Card,Corporate,Pending,Arun,39051,19355,0.5,2025.0,1.0,January,1.0,Monday,39051.0
4493,2025-03-27,C04493,Christopher Ayala,56,Male,East,Delhi,P5319,Keyboard,Electronics,Samsung,7,71012,50071,20,Debit Card,Corporate,Pending,Kumar,497084,447013,0.9,2025.0,3.0,March,1.0,Thursday,71012.0
4494,2026-06-08,C04494,Andrew Clark,29,Female,East,Bangalore,P5507,Laptop,Electronics,Lenovo,8,64303,26830,15,Cash,Small Business,Cancelled,Kumar,514424,487594,0.95,2026.0,6.0,June,2.0,Monday,64303.0
4495,2025-05-16,C04495,Jeffrey Young,20,Female,West,Mumbai,P3062,Monitor,Accessories,Apple,8,68865,24269,15,Cash,Consumer,Returned,Divya,550920,526651,0.96,2025.0,5.0,May,2.0,Friday,68865.0
4496,2026-05-31,C04496,Jacqueline Chen,24,Female,West,Hyderabad,P6293,Printer,Electronics,Logitech,2,50199,17417,5,Net Banking,Consumer,Pending,Divya,100398,82981,0.83,2026.0,5.0,May,2.0,Sunday,50199.0
4497,2026-04-02,C04497,Michael Williams,52,Male,West,Mumbai,P8329,Keyboard,Accessories,Logitech,2,20331,56526,20,Debit Card,Small Business,Delivered,Raj,40662,-15864,-0.39,2026.0,4.0,April,2.0,Thursday,20331.0
4498,,C04498,Jeffrey Valencia,53,Female,South,Chennai,P9662,Laptop,Electronics,Dell,6,16151,14715,0,Credit Card,Consumer,Delivered,Raj,96906,82191,0.85,,,,,,16151.0
4499,2026-04-15,C04499,Courtney Delacruz,34,Female,West,Pune,P8873,Printer,Electronics,Apple,5,9204,38680,20,Net Banking,Corporate,Cancelled,Priya,46020,7340,0.16,2026.0,4.0,April,2.0,Wednesday,9204.0
4500,2025-06-28,C04500,Edward Jones,34,Male,West,Bangalore,P3004,Mobile,Electronics,Logitech,9,27565,32869,20,Credit Card,Corporate,Delivered,Priya,248085,215216,0.87,2025.0,6.0,June,2.0,Saturday,27565.0
4501,2026-01-17,C04501,Robert Elliott,45,Female,East,Mumbai,P4844,Laptop,Electronics,Logitech,8,15587,32717,5,Debit Card,Consumer,Delivered,Raj,124696,91979,0.74,2026.0,1.0,January,1.0,Saturday,15587.0
4502,2026-02-01,C04502,Austin Morris,43,Female,North,Chennai,P8173,Monitor,Accessories,Apple,8,73120,59383,0,Cash,Small Business,Cancelled,Kumar,584960,525577,0.9,2026.0,2.0,February,1.0,Sunday,73120.0
4503,2025-09-07,C04503,Amanda Jordan,21,Male,East,Bangalore,P6016,Mobile,Electronics,Logitech,6,68082,22845,10,Cash,Corporate,Returned,Arun,408492,385647,0.94,2025.0,9.0,September,3.0,Sunday,68082.0
4504,2025-12-15,C04504,Linda Butler,27,Male,West,Hyderabad,P5077,Mobile,Accessories,Lenovo,2,31185,9180,10,UPI,Consumer,Cancelled,Arun,62370,53190,0.85,2025.0,12.0,December,4.0,Monday,31185.0
4505,2026-04-27,C04505,Lisa Wright,18,Male,West,Delhi,P2855,Printer,Accessories,Apple,6,23525,24672,20,Credit Card,Consumer,Cancelled,Divya,141150,116478,0.83,2026.0,4.0,April,2.0,Monday,23525.0
4506,2025-07-09,C04506,Mr. Stephen Harris,44,Male,South,Delhi,P9267,Mobile,Accessories,Samsung,8,13831,2891,0,Net Banking,Corporate,Pending,Raj,110648,107757,0.97,2025.0,7.0,July,3.0,Wednesday,13831.0
4507,2025-09-30,C04507,William Weaver,37,Female,South,Hyderabad,P5820,Mouse,Electronics,Dell,9,57709,57329,15,UPI,Small Business,Cancelled,Divya,519381,462052,0.89,2025.0,9.0,September,3.0,Tuesday,57709.0
4508,2024-11-14,C04508,Danielle Jackson,59,Female,South,Hyderabad,P5967,Monitor,Electronics,Lenovo,7,30430,41285,15,UPI,Small Business,Pending,Raj,213010,171725,0.81,2024.0,11.0,November,4.0,Thursday,30430.0
4509,2026-03-12,C04509,Jeff Harper,27,Male,West,Hyderabad,P3917,Tablet,Electronics,Logitech,7,34006,25951,10,Cash,Corporate,Cancelled,Kumar,238042,212091,0.89,2026.0,3.0,March,1.0,Thursday,34006.0
4510,2025-09-06,C04510,Cody Moore,56,Male,East,Mumbai,P1278,Monitor,Electronics,Apple,4,53494,29663,20,Card123,Consumer,Cancelled,Divya,213976,184313,0.86,2025.0,9.0,September,3.0,Saturday,53494.0
4511,2025-05-28,C04511,Ashley Nguyen DVM,25,Male,East,Chennai,P6321,Mouse,Accessories,Dell,5,28805,34923,0,Credit Card,Small Business,Delivered,Divya,144025,109102,0.76,2025.0,5.0,May,2.0,Wednesday,28805.0
4512,2024-08-17,C04512,Rachel Schultz,30,Male,North,Hyderabad,P3470,Unknown Product,Electronics,HP,2,2957,14370,15,Credit Card,Consumer,Pending,Arun,5914,-8456,-1.43,2024.0,8.0,August,3.0,Saturday,2957.0
4513,2026-01-28,C04513,Patricia Wilson,45,Male,West,Pune,P5506,Laptop,Accessories,HP,8,25931,38275,15,Debit Card,Corporate,Cancelled,Kumar,207448,169173,0.82,2026.0,1.0,January,1.0,Wednesday,25931.0
4514,2024-07-13,C04514,Rebekah Butler,20,Female,East,Delhi,P4372,Tablet,Accessories,Lenovo,6,22347,6035,20,Net Banking,Consumer,Delivered,Divya,134082,128047,0.95,2024.0,7.0,July,3.0,Saturday,22347.0
4515,2024-11-04,C04515,Clifford Long,50,Male,North,Chennai,P6983,Keyboard,Electronics,Dell,1,857,35835,15,Cash,Consumer,Cancelled,Priya,857,-34978,-40.81,2024.0,11.0,November,4.0,Monday,857.0
4516,2024-10-23,C04516,David Johnson,33,Female,South,Mumbai,P4415,Monitor,Electronics,Samsung,4,78661,8305,0,Card123,Corporate,Delivered,Kumar,314644,306339,0.97,2024.0,10.0,October,4.0,Wednesday,78661.0
4517,2025-05-29,C04517,Gregory Phillips,53,Female,South,Pune,P2634,Monitor,Electronics,Dell,2,34996,45498,0,Debit Card,Small Business,Delivered,Raj,69992,24494,0.35,2025.0,5.0,May,2.0,Thursday,34996.0
4518,2024-10-01,C04518,Ronald Lewis,46,Female,North,Hyderabad,P8481,Keyboard,Electronics,Logitech,3,76529,46475,0,Debit Card,Corporate,Delivered,Arun,229587,183112,0.8,2024.0,10.0,October,4.0,Tuesday,76529.0
4519,2026-05-09,C04519,Haley Garcia,22,Female,East,Hyderabad,P1080,Printer,Electronics,Lenovo,2,6180,17070,10,Net Banking,Small Business,Delivered,Divya,12360,-4710,-0.38,2026.0,5.0,May,2.0,Saturday,6180.0
4520,2025-02-24,C04520,Samantha Bender,54,Female,West,Bangalore,P4044,Monitor,Accessories,Unknown Brand,7,21464,35942,5,UPI,Consumer,Pending,Raj,150248,114306,0.76,2025.0,2.0,February,1.0,Monday,21464.0
4521,2026-04-13,C04521,Stacie Miles,32,Unknown Gender,West,Delhi,P3294,Mobile,Accessories,Unknown Brand,9,7793,39169,5,Debit Card,Small Business,Cancelled,Kumar,70137,30968,0.44,2026.0,4.0,April,2.0,Monday,7793.0
4522,2026-05-26,C04522,Brittany Gomez,42,Female,North,Delhi,P4857,Laptop,Electronics,Samsung,4,56946,20279,5,Net Banking,Corporate,Returned,Raj,227784,207505,0.91,2026.0,5.0,May,2.0,Tuesday,56946.0
4523,2025-03-15,C04523,Noah Kennedy,43,Male,South,Unknown City,P4521,Keyboard,Accessories,Dell,6,31169,43922,0,UPI,Corporate,Pending,Raj,187014,143092,0.77,2025.0,3.0,March,1.0,Saturday,31169.0
4524,2025-09-11,C04524,Scott Santiago,31,Female,North,Mumbai,P6441,Unknown Product,Electronics,Apple,6,59339,18850,5,Credit Card,Small Business,Delivered,Kumar,356034,337184,0.95,2025.0,9.0,September,3.0,Thursday,59339.0
4525,2024-11-16,C04525,Shirley Marquez,43,Female,North,Chennai,P7791,Laptop,Accessories,Dell,2,58349,49287,15,Cash,Small Business,Cancelled,Arun,116698,67411,0.58,2024.0,11.0,November,4.0,Saturday,58349.0
4526,2024-08-04,C04526,Sheena Thompson,20,Female,West,Delhi,P2360,Mobile,Accessories,HP,7,29459,17178,0,Credit Card,Consumer,Delivered,Raj,206213,189035,0.92,2024.0,8.0,August,3.0,Sunday,29459.0
4527,2025-03-31,C04527,Nicole Reed,20,Unknown Gender,South,Delhi,P9875,Mobile,Accessories,Dell,2,66465,17944,0,XYZPay,Consumer,Pending,Raj,132930,114986,0.87,2025.0,3.0,March,1.0,Monday,66465.0
4528,2026-01-01,C04528,David Guerra,45,Female,West,Delhi,P1242,Mouse,Electronics,HP,6,71467,28950,0,Credit Card,Consumer,Returned,Priya,428802,399852,0.93,2026.0,1.0,January,1.0,Thursday,71467.0
4529,2026-01-11,C04529,Thomas Vazquez,45,Female,North,Delhi,P1951,Keyboard,Accessories,HP,6,22592,13543,20,UPI,Small Business,Cancelled,Kumar,135552,122009,0.9,2026.0,1.0,January,1.0,Sunday,22592.0
4530,2024-10-27,C04530,Bobby Taylor,34,Male,South,Bangalore,P9041,Monitor,Electronics,Logitech,4,36363,3634,0,UPI,Corporate,Returned,Kumar,145452,141818,0.98,2024.0,10.0,October,4.0,Sunday,36363.0
4531,2025-07-28,C04531,Melissa Wright,42,Male,East,Pune,P9784,Unknown Product,Electronics,Apple,9,40730,56831,15,Net Banking,Corporate,Returned,Raj,366570,309739,0.84,2025.0,7.0,July,3.0,Monday,40730.0
4532,2024-07-07,C04532,Eric Long,46,Male,South,Hyderabad,P6230,Mobile,Accessories,Apple,6,18516,43948,5,Cash,Small Business,Returned,Arun,111096,67148,0.6,2024.0,7.0,July,3.0,Sunday,18516.0
4533,2026-01-09,C04533,Haley Lopez,59,Female,North,Hyderabad,P6091,Mobile,Electronics,Logitech,9,43123,1190,0,Net Banking,Consumer,Pending,Divya,388107,386917,1.0,2026.0,1.0,January,1.0,Friday,43123.0
4534,2026-03-22,C04534,Stephanie Simmons,21,Male,South,Delhi,P4269,Laptop,Electronics,Dell,9,22521,34229,10,Net Banking,Small Business,Returned,Raj,202689,168460,0.83,2026.0,3.0,March,1.0,Sunday,22521.0
4535,2025-01-29,C04535,Haley Hardy DDS,33,Male,North,Mumbai,P6510,Mouse,Electronics,Samsung,8,5845,30119,15,Debit Card,Consumer,Returned,Kumar,46760,16641,0.36,2025.0,1.0,January,1.0,Wednesday,5845.0
4536,2025-05-24,C04536,Philip Vasquez,34,Male,North,Bangalore,P4805,Mouse,Electronics,Logitech,9,75514,29077,10,Net Banking,Small Business,Returned,Divya,679626,650549,0.96,2025.0,5.0,May,2.0,Saturday,75514.0
4537,2025-12-24,C04537,Erin Lozano,34,Unknown Gender,South,Delhi,P2436,Monitor,Accessories,Samsung,4,8350,6023,10,Debit Card,Corporate,Delivered,Raj,33400,27377,0.82,2025.0,12.0,December,4.0,Wednesday,8350.0
4538,2025-05-16,C04538,Richard Davenport,43,Male,West,Pune,P5959,Tablet,Accessories,Dell,6,16050,3253,5,Credit Card,Consumer,Returned,Kumar,96300,93047,0.97,2025.0,5.0,May,2.0,Friday,16050.0
4539,2025-03-15,C04539,Unknown Customer,23,Male,North,Chennai,P3790,Printer,Accessories,Apple,3,9373,4259,20,Credit Card,Small Business,Delivered,Kumar,28119,23860,0.85,2025.0,3.0,March,1.0,Saturday,9373.0
4540,2025-07-13,C04540,Joel Holmes,42,Female,North,Delhi,P6990,Mouse,Accessories,Dell,4,34156,10029,20,Cash,Corporate,Returned,Raj,136624,126595,0.93,2025.0,7.0,July,3.0,Sunday,34156.0
4541,2025-10-04,C04541,Pamela Thomas,52,Male,East,Bangalore,P5444,Tablet,Accessories,Samsung,3,41734,28333,0,Cash,Small Business,Pending,Divya,125202,96869,0.77,2025.0,10.0,October,4.0,Saturday,41734.0
4542,2025-11-25,C04542,Rebecca Jordan,35,Male,North,Hyderabad,P8918,Mobile,Accessories,Lenovo,2,29052,2521,5,Cash,Small Business,Pending,Raj,58104,55583,0.96,2025.0,11.0,November,4.0,Tuesday,29052.0
4543,2025-04-30,C04543,Michelle Ward,47,Female,West,Chennai,P1180,Mobile,Electronics,Samsung,3,553,40018,0,Debit Card,Small Business,Delivered,Arun,1659,-38359,-23.12,2025.0,4.0,April,2.0,Wednesday,553.0
4544,2025-01-09,C04544,Cheryl Hicks,19,Female,South,Bangalore,P5034,Monitor,Electronics,Apple,7,14493,5922,5,Net Banking,Corporate,Delivered,Raj,101451,95529,0.94,2025.0,1.0,January,1.0,Thursday,14493.0
4545,2024-08-29,C04545,Wesley Davis,48,Female,North,Hyderabad,P9314,Monitor,Electronics,Lenovo,9,49279,14922,0,Net Banking,Consumer,Returned,Arun,443511,428589,0.97,2024.0,8.0,August,3.0,Thursday,49279.0
4546,2025-03-25,C04546,Stephanie Taylor,46,Male,South,Pune,P9899,Mobile,Accessories,Lenovo,7,63655,51956,10,UPI,Consumer,Cancelled,Arun,445585,393629,0.88,2025.0,3.0,March,1.0,Tuesday,63655.0
4547,2026-06-16,C04547,Christine Miller,44,Male,North,Delhi,P8287,Unknown Product,Accessories,HP,5,41585,54196,5,Cash,Small Business,Returned,Divya,207925,153729,0.74,2026.0,6.0,June,2.0,Tuesday,41585.0
4548,2026-06-08,C04548,James Boyd,21,Female,North,Pune,P7084,Tablet,Accessories,Apple,2,56773,3929,5,Cash,Small Business,Returned,Raj,113546,109617,0.97,2026.0,6.0,June,2.0,Monday,56773.0
4549,2025-02-02,C04549,Miranda Cox,59,Unknown Gender,West,Bangalore,P9000,Mouse,Electronics,Dell,4,50961,38832,0,Cash,Corporate,Pending,Raj,203844,165012,0.81,2025.0,2.0,February,1.0,Sunday,50961.0
4550,2025-05-25,C04550,Jeanette Hayes,28,Female,West,Delhi,P4183,Mouse,Electronics,Dell,5,64977,5793,5,Cash,Corporate,Pending,Priya,324885,319092,0.98,2025.0,5.0,May,2.0,Sunday,64977.0
4551,2025-05-07,C04551,Mrs. Theresa Tyler,25,Male,South,Pune,P8965,Printer,Accessories,Lenovo,1,17199,16786,5,Debit Card,Corporate,Delivered,Arun,17199,413,0.02,2025.0,5.0,May,2.0,Wednesday,17199.0
